year,PGM_CODE,prog,ship,POWER,metier,week,quar,TRIPNR,duration_meas,duration_tot,SCIENTIFIC_NAME,ENGLISH_NAME,DUTCH_NAME,ICES_CODE,nodc,class_length,SSE_CATEGORY,GEAR_SUBTYPE,GEAR_COUNT,w_soort_meashauls,n_per_hour,n_total_trip,w_per_hour,w_total_trip
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,18,d,,2,8.667210929,46.36590422,3728.591464,2.810987328,226.050231
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,19,d,,2,8.966192628,40.9521827,3293.238026,2.907954366,233.8479969
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,20,d,,2,2.970499097,11.67567568,938.9189189,0.963405112,77.47382779
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,21,d,,2,5.711995009,19.45945946,1564.864865,1.852538922,148.975005
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,22,d,,2,8.255684042,24.53638249,1973.134092,2.677519149,215.3171649
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,23,d,,2,9.861531962,25.72141362,2068.430345,3.19833469,257.1994147
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,24,d,,2,6.764159569,15.56756757,1251.891892,2.193781482,176.4165942
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,25,d,,2,6.881876023,14.04573795,1129.511427,2.231959791,179.4867665
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,26,d,,2,0.651709767,1.185031135,95.29625378,0.21136533,16.99729529
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,27,d,,2,2.392153979,3.891891892,312.972973,0.775833723,62.38996189
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Pomatoschistus sp.,,Grondel,,8.85E+11,7,d,,2,0.175852047,15.56756757,1251.891892,0.057033096,4.586411489
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,19,d,,2,1.547300931,3.891891892,312.972973,0.501827329,40.35528104
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,21,d,,2,2.101677027,3.891891892,312.972973,0.681624982,54.81400895
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,23,d,,2,3.623757963,5.076923027,408.2692268,1.175272853,94.51152524
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,24,d,,2,7.914451724,9.72972973,782.4324324,2.566849208,206.4174571
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,25,d,,2,1.092798767,1.185031135,95.29625378,0.354421222,28.50137324
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus rhombus,Brill,Griet,BLL,8.86E+11,15,d,,2,1.463356006,9.72972973,782.4324324,0.474601948,38.16590663
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus rhombus,Brill,Griet,BLL,8.86E+11,18,d,,2,0.500988418,1.945945946,156.4864865,0.16248273,13.06631955
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Scophthalmus rhombus,Brill,Griet,BLL,8.86E+11,19,d,,2,0.35800278,1.185031135,95.29625378,0.11610901,9.337099533
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,12,d,,2,0.161613472,3.555093405,285.8887614,0.05241518,4.215054065
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,13,d,,2,0.068719341,1.185031135,95.29625378,0.022287354,1.792274706
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,16,d,,2,0.34252623,3.130977081,251.7827403,0.111089588,8.933454384
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,17,d,,2,1.494218763,11.33887719,911.8347073,0.484611491,38.97084072
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,18,d,,2,2.698494188,17.17671503,1381.294167,0.875187304,70.3796457
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,19,d,,2,4.992927711,26.90644476,2163.726599,1.619327906,130.2209525
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,20,d,,2,1.618749386,7.446985297,598.8617343,0.524999801,42.21873398
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,21,d,,2,5.516591115,21.82952173,1755.457372,1.789164686,143.8786602
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,22,d,,2,1.605180063,5.501039351,442.3752478,0.520598939,41.86483138
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,23,d,,2,0.793551276,2.37006227,190.5925076,0.257367981,20.69667517
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,15,2,1282,185,4825,Solea solea,Sole,Tong,SOL,8.86E+11,24,d,,2,1.486697092,3.891891892,312.972973,0.48217203,38.77466739
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Agonus cataphractus,Hooknose,Harnasmannetje,,8.83E+11,9,d,,2,0.089575455,5.529953807,414.9308673,0.03467437,2.601733549
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Agonus cataphractus,Hooknose,Harnasmannetje,,8.83E+11,10,d,,2,0.027673804,1.277419355,95.84903226,0.01071244,0.803790088
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Agonus cataphractus,Hooknose,Harnasmannetje,,8.83E+11,11,d,,2,0.036044679,1.277419355,95.84903226,0.013952779,1.046923525
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Agonus cataphractus,Hooknose,Harnasmannetje,,8.83E+11,12,d,,2,0.290651732,8.084792516,606.6289318,0.112510348,8.442026419
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,11,d,,2,0.082501995,2.55483871,191.6980645,0.031936256,2.396283745
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,12,d,,2,0.106801496,2.55483871,191.6980645,0.041342515,3.102066676
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,13,d,,2,0.428906545,8.084792516,606.6289318,0.16602834,12.45765979
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,14,d,,2,0.788759432,11.91705058,894.1760286,0.305326232,22.90964491
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Asterias rubens,Starfish,Zeester,STH,8.12E+11,,d,,2,,3690.978736,276946.4378,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,8,d,,2,0.180365864,11.05990761,829.8617346,0.069819044,5.238755612
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,9,d,,2,0.157209738,6.807373161,510.7798995,0.060855382,4.566182189
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,10,d,,2,0.174655425,5.529953807,414.9308673,0.067608551,5.072894977
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,11,d,,2,0.28577409,6.807373161,510.7798995,0.110622228,8.300354537
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,14,d,,2,0.07109484,1.277419355,95.84903226,0.027520583,2.064961101
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Carcinus maenas,Green crab,Strandkrab,CRG,6.19E+11,,d,,2,,5.109677419,383.396129,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,13,d,,2,0.988700738,16.58986142,1244.792602,0.382722866,28.71697241
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,14,d,,2,0.915037651,12.33732697,925.7107668,0.354208123,26.57741616
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,15,d,,2,1.238469503,13.61474632,1021.559799,0.47940755,35.97154646
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,16,d,,2,1.358969979,12.33732697,925.7107668,0.526052895,39.47150222
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,17,d,,2,2.188026915,16.58986142,1244.792602,0.846978161,63.55159466
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,18,d,,2,1.064296548,6.807373161,510.7798995,0.411985761,30.91266489
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,20,d,,2,0.273452876,1.277419355,95.84903226,0.105852726,7.942482892
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Corystes cassivelaunus,,Helmkrab,,6.19E+11,,d,,2,,45.09677419,3383.76129,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Donax vittatus,,Zaagje,,5.52E+11,,d,,2,,12.77419355,958.4903226,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Echinocardium cordatum,,Hartegel,,8.16E+11,,d,,2,,65.51889401,4916.101014,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Ensis sp.,,Zwaardschedes indet.,RAZ,5.52E+11,,d,,2,,214.6064516,16102.63742,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,18,d,,2,0.173587376,1.277419355,95.84903226,0.067195113,5.041873342
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,20,d,,2,1.033056647,5.529953807,414.9308673,0.399892895,30.00529692
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,21,d,,2,1.197436792,5.529953807,414.9308673,0.46352392,34.77974477
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,22,d,,2,1.378685163,5.529953807,414.9308673,0.533684579,40.04413291
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,11,d,,2,1.242709922,33.17972284,2489.585204,0.481049002,36.09471012
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,13,d,,2,1.997194411,32.33917007,2426.515727,0.773107514,58.00883378
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,14,d,,2,4.926801586,63.83778736,4789.961978,1.907149001,143.0997467
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,15,d,,2,13.18294872,138.7354823,10409.78569,5.103076924,382.9008719
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,16,d,,2,14.55004548,125.9944692,9453.785003,5.632275671,422.6084178
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,17,d,,2,26.10495813,188.151151,14117.60803,10.10514508,758.2227194
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,18,d,,2,25.7092802,155.8119809,11691.0923,9.951979434,746.7301902
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,19,d,,2,27.30340531,140.4165879,10535.92464,10.56906012,793.031811
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,20,d,,2,43.90716799,193.1944676,14496.02489,16.99632309,1275.290776
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,21,d,,2,22.22094273,84.27649703,6323.546494,8.60165525,645.4108656
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,22,d,,2,28.71114194,94.49585187,7090.338752,11.11399043,833.9197486
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,23,d,,2,14.80906628,42.5585249,3193.307985,5.732541787,430.1317187
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Limanda limanda,Dab,Schar,DAB,8.86E+11,25,d,,2,4.587781752,10.21935484,766.7922581,1.775915517,133.252861
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Liocarcinus depurator,,Blauwpootzwemkrab,,6.19E+11,,d,,2,,5.529953917,414.9308756,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Liocarcinus holsatus,,Gewone zwemkrab,,6.19E+11,,d,,2,,604.6451604,45368.54187,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Liocarcinus navigator,,Gewimperde zwemkrab,,6.19E+11,,d,,2,,5.109677419,383.396129,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,14,d,,2,0.331053773,5.529953807,414.9308673,0.128149848,9.615510229
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,16,d,,2,0.479245986,5.529953807,414.9308673,0.185514575,13.91977695
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,17,d,,2,1.2653756,12.33732697,925.7107668,0.489822813,36.7530384
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,18,d,,2,0.818601742,6.807373161,510.7798995,0.316878094,23.77641962
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,19,d,,2,1.546325933,11.05990761,829.8617346,0.59857778,44.91328612
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,21,d,,2,0.236202914,1.277419355,95.84903226,0.091433386,6.860551726
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,22,d,,2,1.433700891,6.807373161,510.7798995,0.55498099,41.64207363
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,23,d,,2,0.609412314,2.55483871,191.6980645,0.235901541,17.70047894
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,15,d,,2,0.940315415,5.529953807,414.9308673,0.363993064,27.31161289
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,16,d,,2,1.143098346,5.529953807,414.9308673,0.442489682,33.20147582
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,18,d,,2,0.377481245,1.277419355,95.84903226,0.146121772,10.96400364
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,19,d,,2,1.926174393,5.529953807,414.9308673,0.745615894,55.94604593
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,21,d,,2,2.613027774,5.529953807,414.9308673,1.011494622,75.89581317
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,22,d,,2,3.011719991,5.529953807,414.9308673,1.165827093,87.47589291
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Nassarius reticulatus,,Gevlochten fuikhoorn,,5.11E+11,,d,,2,,44.23963045,3319.446938,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Ophiura albida,,Kleine slangster,,8.13E+11,,d,,2,,541.0949203,40600.15552,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Ophiura ophiura,,Slangster,,8.13E+11,,d,,2,,1606.473705,120539.077,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pagurus bernhardus,,Gewone heremietkreeft,,6.18E+11,,d,,2,,238.7612903,17915.05548,,
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,12,d,,2,0.071786211,1.277419355,95.84903226,0.027788211,2.085042075
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,17,d,,2,0.203571258,1.277419355,95.84903226,0.078801777,5.912760013
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,18,d,,2,0.241811958,1.277419355,95.84903226,0.093604629,7.023467308
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,20,d,,2,0.664682583,2.55483871,191.6980645,0.257296484,19.30581283
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,21,d,,2,0.770355255,2.55483871,191.6980645,0.298202034,22.37509262
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Platichthys flesus,Flounder,Bot,FLE,8.86E+11,23,d,,2,1.522118523,3.832258065,287.5470968,0.58920717,44.210178
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,10,d,,2,0.316213685,11.05990761,829.8617346,0.122405297,9.184477468
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,12,d,,2,0.657060414,13.61474632,1021.559799,0.254345967,19.0844257
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,13,d,,2,2.483636697,40.84423897,3064.679397,0.961407754,72.13762846
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,14,d,,2,2.692974315,35.73456155,2681.283268,1.04244167,78.21787333
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,15,d,,2,2.036547472,22.11981523,1659.723469,0.788340957,59.15184981
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,16,d,,2,7.655125995,68.91428439,5170.868472,2.963274579,222.3443692
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,17,d,,2,8.007143238,60.40921548,4532.704802,3.099539318,232.5687668
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,18,d,,2,14.65767617,93.58893832,7022.290006,5.673939162,425.7345684
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,19,d,,2,22.94589947,125.0875556,9385.736256,8.882283665,666.467351
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,20,d,,2,18.68113843,87.63870813,6575.8244,7.231408426,542.5966789
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,21,d,,2,14.2283073,57.85437677,4341.006737,5.507731856,413.2634803
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,22,d,,2,9.836789234,34.89400877,2618.213792,3.807789381,285.7111299
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,23,d,,2,7.105440678,22.11981523,1659.723469,2.750493166,206.3786705
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,24,d,,2,48.31542452,132.7188914,9958.340815,18.70274498,1403.329298
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,25,d,,2,40.86168406,99.53916852,7468.755611,15.81742609,1186.834204
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,26,d,,2,11.36934667,24.67465394,1851.421534,4.401037421,330.2245079
2016,DISBT,self sampling,TH10,221,TBB_DEF_70-99_0_0_S300hp,19,2,1292,155,4502,Psammechinus miliaris,,Zeeappel,,8.15E+11,,d,,2,,39.98709677,3000.365161,,
